Time,Latitude,Longitude,Course,feet
Sat 05:42:47 AM,70.0856,14.2263,→ 108°,"35,000"
Sat 05:43:24 AM,70.0586,14.4735,→ 108°,"35,000"
Sat 05:43:55 AM,70.0374,14.6654,→ 108°,"35,000"
Sat 05:44:25 AM,70.0166,14.853,→ 108°,"35,000"
Sat 05:45:06 AM,69.9922,15.1164,→ 102°,"35,000"
Sat 05:45:51 AM,69.9722,15.4092,→ 101°,"35,000"
Sat 05:46:31 AM,69.9545,15.6626,→ 102°,"35,000"
Sat 05:47:01 AM,69.9405,15.8582,→ 102°,"35,000"
Sat 05:47:31 AM,69.9266,16.0494,→ 102°,"35,000"
Sat 05:48:01 AM,69.9127,16.2381,→ 102°,"35,000"
Sat 05:48:31 AM,69.8983,16.429,→ 102°,"35,000"
Sat 05:49:01 AM,69.8838,16.6201,→ 103°,"35,000"
Sat 05:49:31 AM,69.8688,16.8131,→ 103°,"35,000"
Sat 05:50:01 AM,69.854,17.0028,→ 103°,"35,000"
Sat 05:50:31 AM,69.8387,17.1943,→ 103°,"35,000"
Sat 05:51:01 AM,69.8237,17.3804,→ 103°,"35,000"
Sat 05:51:31 AM,69.8079,17.5726,→ 103°,"35,000"
Sat 05:52:01 AM,69.7924,17.7588,→ 104°,"35,000"
Sat 05:52:32 AM,69.7762,17.9506,→ 104°,"35,000"
Sat 05:53:03 AM,69.7596,18.1438,→ 104°,"35,000"
Sat 05:53:34 AM,69.7428,18.3372,→ 104°,"35,000"
Sat 05:54:04 AM,69.7263,18.5245,→ 105°,"35,000"
Sat 05:54:34 AM,69.7093,18.7151,→ 105°,"35,000"
Sat 05:55:04 AM,69.6923,18.9028,→ 105°,"35,000"
Sat 05:55:37 AM,69.6733,19.1099,→ 105°,"35,000"
Sat 05:56:08 AM,69.6556,19.3002,→ 105°,"35,000"
Sat 05:56:38 AM,69.6375,19.4912,→ 105°,"35,000"
Sat 05:57:08 AM,69.6197,19.6782,→ 105°,"35,000"
Sat 05:57:38 AM,69.6017,19.8634,→ 106°,"35,000"
Sat 05:58:08 AM,69.5833,20.0513,→ 106°,"35,000"
Sat 05:58:38 AM,69.565,20.2359,→ 106°,"35,000"
Sat 05:59:08 AM,69.5466,20.4188,→ 106°,"35,000"
Sat 05:59:38 AM,69.528,20.6023,→ 106°,"35,000"
Sat 06:00:08 AM,69.509,20.7867,→ 107°,"35,000"
Sat 06:00:38 AM,69.49,20.9695,→ 107°,"35,000"
Sat 06:01:08 AM,69.4707,21.152,→ 107°,"35,000"
Sat 06:01:38 AM,69.4511,21.336,→ 107°,"35,000"
Sat 06:02:08 AM,69.4316,21.5163,→ 107°,"35,000"
Sat 06:02:39 AM,69.4116,21.6996,→ 107°,"35,000"
Sat 06:03:09 AM,69.3918,21.879,→ 108°,"35,000"
Sat 06:03:39 AM,69.3715,22.0611,→ 108°,"35,000"
Sat 06:04:09 AM,69.3514,22.2385,→ 108°,"35,000"
Sat 06:04:39 AM,69.3309,22.418,→ 108°,"35,000"
Sat 06:05:09 AM,69.3105,22.5953,→ 108°,"35,000"
Sat 06:05:39 AM,69.2896,22.7745,→ 108°,"35,000"
Sat 06:06:09 AM,69.2687,22.9521,→ 109°,"35,025"
Sat 06:06:39 AM,69.2478,23.1268,→ 109°,"35,600"
Sat 06:07:09 AM,69.2262,23.3058,→ 109°,"36,150"
Sat 06:07:39 AM,69.2045,23.4845,→ 109°,"36,700"
Sat 06:08:09 AM,69.1826,23.6623,→ 109°,"37,025"
Sat 06:08:44 AM,69.1579,23.8614,→ 109°,"37,000"
Sat 06:09:25 AM,69.1269,24.108,→ 110°,"37,000"
Sat 06:09:58 AM,69.1023,24.3011,→ 110°,"37,000"
Sat 06:10:28 AM,69.0793,24.4789,→ 110°,"37,000"
Sat 06:10:58 AM,69.0561,24.6568,→ 110°,"37,000"
Sat 06:11:33 AM,69.0292,24.8619,→ 110°,"37,000"
Sat 06:12:03 AM,69.0055,25.0398,→ 110°,"37,000"
Sat 06:12:33 AM,68.9818,25.2165,↘ 111°,"37,000"
Sat 06:13:04 AM,68.9576,25.3946,↘ 111°,"37,000"
Sat 06:13:34 AM,68.9335,25.57,↘ 111°,"37,000"
Sat 06:14:04 AM,68.9093,25.7453,↘ 111°,"37,000"
Sat 06:14:35 AM,68.8846,25.9225,↘ 111°,"37,000"
Sat 06:15:05 AM,68.8603,26.0949,↘ 111°,"37,000"
Sat 06:15:35 AM,68.8355,26.2692,↘ 112°,"37,000"
Sat 06:16:10 AM,68.8068,26.4687,↘ 111°,"37,000"
Sat 06:17:52 AM,68.698,27.0157,↘ 118°,
Sat 06:19:47 AM,68.5733,27.626,↘ 119°,
Sat 06:21:01 AM,68.4919,28.0152,↘ 120°,
Sat 06:22:56 AM,68.3637,28.6143,↘ 120°,
Sat 06:23:58 AM,68.2936,28.9346,↘ 120°,
Sat 06:25:01 AM,68.2218,29.2579,↘ 121°,
Sat 06:27:00 AM,68.0845,29.8632,↘ 121°,
Sat 06:28:57 AM,67.9474,30.4512,↘ 122°,
Sat 06:30:54 AM,67.8082,31.0323,↘ 122°,
Sat 06:31:54 AM,67.736,31.3276,↘ 123°,
Sat 06:33:54 AM,67.59,31.9128,↘ 123°,
Sat 06:34:57 AM,67.5126,32.2171,↘ 124°,
Sat 06:35:57 AM,67.4383,32.505,↘ 124°,
Sat 06:37:58 AM,67.2869,33.0803,↘ 124°,
Sat 06:39:59 AM,67.1335,33.6483,↘ 125°,
Sat 06:40:59 AM,67.0567,33.9273,↘ 125°,
Sat 06:42:56 AM,66.9055,34.4662,↘ 125°,
Sat 06:44:56 AM,66.7486,35.012,↘ 126°,
Sat 06:45:59 AM,66.6654,35.2958,↘ 126°,
Sat 06:47:54 AM,66.5124,35.8089,↘ 127°,
Sat 06:49:00 AM,66.4238,36.1005,↘ 127°,
Sat 06:51:00 AM,66.2613,36.6254,↘ 127°,
Sat 06:52:01 AM,66.1781,36.8896,↘ 128°,
Sat 06:54:00 AM,66.0143,37.4001,↘ 128°,
Sat 06:55:01 AM,65.9298,37.6593,↘ 129°,
Sat 06:56:58 AM,65.7664,38.1515,↘ 129°,
Sat 06:58:44 AM,65.617,38.5921,↘ 129°,
Sat 06:59:51 AM,65.5219,38.868,↘ 130°,
Sat 07:00:58 AM,65.4263,39.1418,↘ 130°,
Sat 07:01:59 AM,65.3389,39.3894,↘ 130°,
Sat 07:04:00 AM,65.1643,39.8757,↘ 130°,
Sat 07:05:00 AM,65.0771,40.1145,↘ 131°,
Sat 07:06:59 AM,64.9031,40.5834,↘ 131°,
Sat 07:08:45 AM,64.7468,40.996,↘ 131°,
Sat 07:09:58 AM,64.6386,41.2773,↘ 132°,
Sat 07:11:01 AM,64.5447,41.5184,↘ 132°,
Sat 07:12:59 AM,64.3679,41.9654,↘ 132°,
Sat 07:15:01 AM,64.1836,42.4215,↘ 133°,
Sat 07:16:57 AM,64.0072,42.8496,↘ 133°,
Sat 07:18:37 AM,64.4123,40.5476,← 270°,"37,000"
Sat 07:20:54 AM,64.2174,41.0607,↘ 131°,
Sat 07:21:57 AM,64.1273,41.2942,↘ 131°,
Sat 07:22:58 AM,64.0396,41.5189,↘ 132°,
Sat 07:23:58 AM,63.953,41.7385,↘ 132°,
Sat 07:25:00 AM,63.8632,41.964,↘ 132°,
Sat 07:26:00 AM,63.7759,42.1809,↘ 132°,
Sat 07:28:01 AM,63.599,42.6141,↘ 132°,
Sat 07:29:48 AM,63.4414,42.9928,↘ 133°,
Sat 07:31:00 AM,63.3349,43.2453,↘ 133°,
Sat 07:32:56 AM,63.1623,43.6481,↘ 133°,
Sat 07:34:57 AM,62.981,44.0632,↘ 134°,
Sat 07:36:57 AM,62.8,44.4698,↘ 134°,
Sat 07:38:01 AM,62.7031,44.6846,↘ 135°,
Sat 07:39:47 AM,62.5417,45.0372,↘ 135°,
Sat 07:40:56 AM,62.4362,45.2648,↘ 135°,
Sat 07:41:58 AM,61.1834,46.744,↑ 0°,"37,000"
Sat 07:42:00 AM,62.3381,45.4744,↘ 135°,
Sat 07:42:30 AM,61.1773,46.7507,↓ 194°,"37,000"
Sat 07:44:59 AM,60.9453,47.2108,↘ 136°,
Sat 07:46:55 AM,60.7636,47.5643,↘ 136°,
Sat 07:47:58 AM,60.6645,47.7547,↘ 137°,
Sat 07:49:02 AM,60.5635,47.9468,↘ 137°,
Sat 07:50:33 AM,60.8122,46.8132,↙ 217°,"37,000"
Sat 07:52:58 AM,60.5875,47.2582,↘ 136°,
Sat 07:54:56 AM,60.4035,47.6159,↘ 136°,
Sat 07:55:46 AM,61.2538,46.8297,← 271°,"37,000"
Sat 07:56:07 AM,61.2551,46.8206,← 302°,"37,000"
Sat 07:56:26 AM,61.2587,46.8136,↖ 332°,"37,000"
Sat 07:56:44 AM,61.2629,46.8118,↑ 0°,"37,000"
Sat 07:58:49 AM,61.0678,47.198,↘ 136°,
Sat 08:00:00 AM,60.9564,47.4153,↘ 136°,
Sat 08:01:58 AM,60.7707,47.7731,↘ 137°,
Sat 08:02:58 AM,60.6759,47.9534,↘ 137°,
Sat 08:04:02 AM,60.5745,48.1446,↘ 137°,
Sat 08:06:02 AM,60.3836,48.4999,↘ 137°,
Sat 08:07:55 AM,60.203,48.8306,↘ 138°,
Sat 08:08:58 AM,60.102,49.0134,↘ 138°,
Sat 08:09:58 AM,60.0055,49.1865,↘ 138°,
Sat 08:11:01 AM,59.904,49.3671,↘ 138°,
Sat 08:12:01 AM,59.8071,49.5381,↘ 138°,
Sat 08:13:51 AM,59.6288,49.8491,↘ 139°,
Sat 08:14:56 AM,59.5232,50.0313,↘ 139°,
Sat 08:15:59 AM,59.4205,50.2067,↘ 139°,
Sat 08:17:59 AM,59.2243,50.5381,↘ 139°,
Sat 08:19:58 AM,59.029,50.8629,↘ 139°,
Sat 08:21:00 AM,58.9268,51.0307,↘ 140°,
Sat 08:23:01 AM,58.7269,51.3553,↘ 140°,
Sat 08:23:18 AM,56.2153,52.3963,↘ 146°,"37,000"
Sat 08:23:54 AM,56.142,52.4685,↘ 150°,"37,000"
Sat 08:24:31 AM,56.0654,52.5444,↘ 150°,"37,000"
Sat 08:26:56 AM,55.8288,52.9103,↘ 139°,
Sat 08:28:51 AM,55.6405,53.1973,↘ 139°,
Sat 08:29:55 AM,55.5353,53.3558,↘ 139°,
Sat 08:30:59 AM,55.43,53.5135,↘ 140°,
Sat 08:32:57 AM,55.2353,53.802,↘ 140°,
Sat 08:34:01 AM,55.1294,53.9573,↘ 140°,
Sat 08:35:01 AM,55.0299,54.1022,↘ 140°,
Sat 08:36:47 AM,54.8538,54.3564,↘ 140°,
Sat 08:37:55 AM,54.7405,54.5182,↘ 140°,
Sat 08:38:56 AM,54.6388,54.6627,↘ 141°,
Sat 08:39:56 AM,54.5385,54.8041,↘ 141°,
Sat 08:40:24 AM,53.1077,49.9962,↙ 212°,"37,000"
Sat 08:40:44 AM,53.1039,49.9909,↙ 227°,"37,000"
Sat 08:42:59 AM,52.912,50.3552,↘ 131°,
Sat 08:43:16 AM,53.1136,49.9416,↑ 348°,"37,000"
Sat 08:43:34 AM,53.118,49.941,↑ 2°,"37,000"
Sat 08:44:06 AM,53.1258,49.9447,↗ 29°,"37,000"
Sat 08:44:26 AM,53.1298,49.9497,↗ 45°,"37,000"
Sat 08:46:50 AM,52.9251,50.3385,↘ 131°,
Sat 08:47:58 AM,52.8281,50.5209,↘ 131°,
Sat 08:50:01 AM,52.6518,50.8487,↘ 131°,
Sat 08:51:59 AM,52.4818,51.1607,↘ 132°,
Sat 08:53:59 AM,52.3081,51.4755,↘ 132°,
Sat 08:54:59 AM,52.2209,51.6319,↘ 132°,
Sat 08:56:01 AM,52.1307,51.793,↘ 132°,
Sat 08:58:00 AM,51.9568,52.1003,↘ 132°,
Sat 09:00:01 AM,51.7791,52.4102,↘ 133°,
Sat 09:01:56 AM,51.6096,52.7026,↘ 133°,
Sat 09:03:00 AM,51.5149,52.8644,↘ 133°,
Sat 09:04:02 AM,51.423,53.0204,↘ 133°,
Sat 09:05:01 AM,51.1405,56.7878,↘ 155°,"37,000"
Sat 09:05:38 AM,51.0647,56.8384,↓ 161°,"37,000"
Sat 09:06:09 AM,50.9969,56.8693,↓ 166°,"37,000"
Sat 09:06:52 AM,50.9024,56.9087,↓ 165°,"37,000"
Sat 09:07:22 AM,50.8373,56.9378,↓ 163°,"37,000"
Sat 09:08:10 AM,50.7314,56.9896,↓ 163°,"37,000"
Sat 09:08:41 AM,50.6637,57.0209,↓ 164°,"37,000"
Sat 09:09:11 AM,50.5973,57.0493,↓ 165°,"37,000"
Sat 09:09:41 AM,50.5316,57.076,↓ 166°,"37,000"
Sat 09:10:18 AM,50.4501,57.1082,↓ 166°,"37,000"
Sat 09:10:49 AM,50.3845,57.1337,↓ 166°,"37,000"
Sat 09:11:21 AM,50.3119,57.1625,↓ 164°,"37,000"
Sat 09:11:51 AM,50.2483,57.2055,↘ 150°,"37,000"
Sat 09:12:41 AM,50.1521,57.3193,↘ 141°,"37,000"
Sat 09:13:11 AM,50.0951,57.3907,↘ 141°,"37,000"
Sat 09:13:41 AM,50.0386,57.4614,↘ 141°,"37,000"
Sat 09:14:11 AM,49.9821,57.5314,↘ 142°,"37,000"
Sat 09:14:42 AM,49.9249,57.6018,↘ 142°,"37,000"
Sat 09:15:12 AM,49.8683,57.6712,↘ 142°,"37,000"
Sat 09:15:42 AM,49.8107,57.7415,↘ 142°,"37,000"
Sat 09:16:12 AM,49.7526,57.8122,↘ 142°,"37,000"
Sat 09:16:42 AM,49.6951,57.8821,↘ 142°,"37,000"
Sat 09:17:13 AM,49.6368,57.9524,↘ 142°,"37,000"
Sat 09:17:43 AM,49.5791,58.0217,↘ 142°,"37,000"
Sat 09:18:13 AM,49.521,58.0916,↘ 142°,"37,000"
Sat 09:18:43 AM,49.4618,58.1624,↘ 142°,"37,000"
Sat 09:19:13 AM,49.4038,58.2317,↘ 142°,"37,000"
Sat 09:19:43 AM,49.3452,58.3014,↘ 142°,"37,000"
Sat 09:20:22 AM,49.2715,58.3968,↘ 138°,"37,150"
Sat 09:20:53 AM,49.2172,58.4761,↘ 136°,"37,900"
Sat 09:21:23 AM,49.1647,58.5566,↘ 135°,"38,700"
Sat 09:21:53 AM,49.1118,58.6392,↘ 134°,"39,025"
Sat 09:22:33 AM,49.0432,58.7469,↘ 134°,"39,000"
Sat 09:23:04 AM,48.9907,58.8292,↘ 134°,"39,000"
Sat 09:23:34 AM,48.9392,58.91,↘ 134°,"39,000"
Sat 09:24:04 AM,48.887,58.9912,↘ 135°,"39,000"
Sat 09:24:34 AM,48.834,59.0719,↘ 135°,"39,000"
Sat 09:25:04 AM,48.7811,59.1519,↘ 135°,"39,000"
Sat 09:25:34 AM,48.7279,59.2325,↘ 135°,"39,000"
Sat 09:26:05 AM,48.6749,59.3125,↘ 135°,"39,000"
Sat 09:26:35 AM,48.622,59.3921,↘ 135°,"39,000"
Sat 09:27:05 AM,48.5685,59.4726,↘ 135°,"39,000"
Sat 09:27:42 AM,48.5019,59.5724,↘ 135°,"39,000"
Sat 09:28:12 AM,48.4484,59.6524,↘ 135°,"39,000"
Sat 09:28:42 AM,48.3948,59.732,↘ 135°,"39,000"
Sat 09:29:12 AM,48.341,59.8118,↘ 135°,"39,000"
Sat 09:29:43 AM,48.2868,59.8918,↘ 136°,"39,000"
Sat 09:30:13 AM,48.2322,59.9721,↘ 136°,"39,000"
Sat 09:30:43 AM,48.1778,60.0519,↘ 136°,"39,000"
Sat 09:31:13 AM,48.1232,60.1318,↘ 136°,"39,000"
Sat 09:31:43 AM,48.0689,60.2109,↘ 136°,"39,000"
Sat 09:32:13 AM,48.0138,60.2911,↘ 136°,"39,000"
Sat 09:32:43 AM,47.9593,60.3702,↘ 136°,"39,000"
Sat 09:33:13 AM,47.9041,60.45,↘ 136°,"39,000"
Sat 09:34:03 AM,47.8124,60.5816,↘ 136°,"39,000"
Sat 09:36:01 AM,47.6111,60.8133,↘ 142°,
Sat 09:37:58 AM,47.411,61.0413,↘ 142°,
Sat 09:39:54 AM,47.2121,61.2656,↘ 143°,
Sat 09:41:01 AM,47.0985,61.3971,↘ 142°,
Sat 09:42:59 AM,46.8981,61.6274,↘ 142°,
Sat 09:44:54 AM,46.7023,61.8502,↘ 142°,
Sat 09:45:59 AM,46.5914,61.9754,↘ 142°,
Sat 09:47:57 AM,46.3898,62.2015,↘ 142°,
Sat 09:49:01 AM,46.2803,62.3233,↘ 142°,
Sat 09:51:00 AM,46.0763,62.5487,↘ 143°,
Sat 09:53:00 AM,45.8702,62.7742,↘ 143°,
Sat 09:55:00 AM,45.6636,62.9981,↘ 143°,
Sat 09:57:01 AM,45.4548,63.2222,↘ 143°,
Sat 09:58:57 AM,45.2543,63.4354,↘ 143°,
Sat 10:01:00 AM,45.0412,63.6599,↘ 143°,
Sat 10:03:01 AM,44.8312,63.8791,↘ 143°,
Sat 10:04:01 AM,44.7269,63.9872,↘ 144°,
Sat 10:06:00 AM,44.5197,64.2005,↘ 144°,
Sat 10:07:54 AM,44.3209,64.4034,↘ 144°,
Sat 10:08:08 AM,44.0272,65.7601,↘ 137°,"39,000"
Sat 10:08:48 AM,43.953,65.8551,↘ 137°,"39,000"
Sat 10:09:48 AM,43.839,66.0002,↘ 137°,"39,000"
Sat 10:10:18 AM,43.7832,66.0709,↘ 138°,"39,000"
Sat 10:10:48 AM,43.7267,66.1424,↘ 138°,"39,000"
Sat 10:11:19 AM,43.6702,66.2138,↘ 138°,"39,000"
Sat 10:12:19 AM,43.557,66.3558,↘ 138°,"39,000"
Sat 10:12:49 AM,43.502,66.4247,↘ 138°,"39,000"
Sat 10:13:19 AM,43.4447,66.4963,↘ 138°,"39,000"
Sat 10:13:50 AM,43.3888,66.5658,↘ 138°,"39,000"
Sat 10:14:20 AM,43.3312,66.6373,↘ 138°,"39,000"
Sat 10:14:50 AM,43.275,66.7069,↘ 138°,"39,000"
Sat 10:15:20 AM,43.2186,66.7766,↘ 138°,"39,000"
Sat 10:15:50 AM,43.1613,66.8471,↘ 138°,"39,000"
Sat 10:16:20 AM,43.1052,66.9161,↘ 138°,"39,000"
Sat 10:16:50 AM,43.0487,66.9854,↘ 138°,"39,000"
Sat 10:17:20 AM,42.9915,67.0554,↘ 138°,"39,000"
Sat 10:17:50 AM,42.9351,67.1241,↘ 138°,"39,000"
Sat 10:18:20 AM,42.8781,67.1933,↘ 138°,"39,000"
Sat 10:18:51 AM,42.8214,67.2622,↘ 138°,"39,000"
Sat 10:19:21 AM,42.7655,67.3297,↘ 138°,"39,000"
Sat 10:19:51 AM,42.7088,67.3981,↘ 138°,"39,000"
Sat 10:20:21 AM,42.6526,67.4657,↘ 138°,"39,000"
Sat 10:20:51 AM,42.5957,67.5341,↘ 138°,"39,000"
Sat 10:21:21 AM,42.5398,67.6011,↘ 138°,"39,000"
Sat 10:21:51 AM,42.4831,67.6688,↘ 139°,"39,000"
Sat 10:22:22 AM,42.4261,67.7366,↘ 139°,"39,000"
Sat 10:22:52 AM,42.3696,67.8038,↘ 139°,"39,000"
Sat 10:23:22 AM,42.3134,67.8704,↘ 139°,"39,000"
Sat 10:23:52 AM,42.2576,67.9364,↘ 139°,"39,000"
Sat 10:24:22 AM,42.2009,68.0032,↘ 139°,"39,000"
Sat 10:24:52 AM,42.144,68.0703,↘ 139°,"39,000"
Sat 10:25:22 AM,42.0883,68.1358,↘ 139°,"39,000"
Sat 10:25:49 AM,42.0379,68.1921,↘ 142°,"39,000"
Sat 10:26:27 AM,41.9587,68.2689,↘ 146°,"39,000"
Sat 10:26:57 AM,41.8971,68.3265,↘ 145°,"39,000"
Sat 10:27:27 AM,41.8356,68.384,↘ 145°,"39,000"
Sat 10:27:57 AM,41.7748,68.4406,↘ 145°,"39,000"
Sat 10:28:28 AM,41.7133,68.4975,↘ 145°,"39,000"
Sat 10:28:58 AM,41.6532,68.5529,↘ 145°,"39,000"
Sat 10:29:28 AM,41.5915,68.6097,↘ 146°,"39,000"
Sat 10:29:58 AM,41.5326,68.6636,↘ 146°,"39,000"
Sat 10:30:28 AM,41.4692,68.7217,↘ 146°,"39,000"
Sat 10:30:58 AM,41.409,68.7756,↘ 148°,"39,000"
Sat 10:31:36 AM,41.3262,68.8356,↘ 155°,"39,000"
Sat 10:32:16 AM,41.2383,68.8899,↘ 155°,"39,000"
Sat 10:32:51 AM,41.1596,68.9332,↓ 159°,"39,000"
Sat 10:33:22 AM,41.0917,68.9649,↓ 161°,"39,000"
Sat 10:33:52 AM,41.0225,68.9967,↓ 161°,"39,000"
Sat 10:34:23 AM,40.9517,69.0292,↓ 161°,"39,000"
Sat 10:34:53 AM,40.8834,69.0606,↓ 161°,"39,000"
Sat 10:35:23 AM,40.8154,69.0917,↓ 161°,"39,000"
Sat 10:35:53 AM,40.7462,69.1234,↓ 161°,"39,000"
Sat 10:36:24 AM,40.6775,69.1548,↓ 161°,"39,000"
Sat 10:36:54 AM,40.609,69.1859,↓ 161°,"39,000"
Sat 10:37:24 AM,40.5399,69.2173,↓ 161°,"39,000"
Sat 10:37:55 AM,40.4664,69.2506,↓ 161°,"39,000"
Sat 10:38:27 AM,40.3959,69.2885,↘ 155°,"39,000"
Sat 10:38:59 AM,40.3255,69.338,↘ 149°,"39,000"
Sat 10:39:29 AM,40.265,69.3929,↘ 142°,"39,000"
Sat 10:39:59 AM,40.2088,69.4563,↘ 137°,"39,000"
Sat 10:40:30 AM,40.1551,69.5211,↘ 137°,"39,000"
Sat 10:41:00 AM,40.101,69.5864,↘ 138°,"39,000"
Sat 10:41:50 AM,40.0091,69.6888,↘ 140°,"39,000"
Sat 10:42:20 AM,39.9531,69.75,↘ 140°,"39,000"
Sat 10:42:50 AM,39.8972,69.8112,↘ 140°,"39,000"
Sat 10:43:20 AM,39.8415,69.8725,↘ 140°,"39,000"
Sat 10:43:50 AM,39.7847,69.935,↘ 140°,"39,000"
Sat 10:44:20 AM,39.729,69.9962,↘ 140°,"39,000"
Sat 10:44:50 AM,39.673,70.0576,↘ 140°,"39,000"
Sat 10:45:24 AM,39.6086,70.1281,↘ 140°,"39,000"
Sat 10:45:54 AM,39.5526,70.1893,↘ 140°,"39,000"
Sat 10:46:24 AM,39.4964,70.2505,↘ 140°,"39,000"
Sat 10:46:54 AM,39.4405,70.3113,↘ 140°,"39,000"
Sat 10:47:24 AM,39.3855,70.3709,↘ 140°,"39,000"
Sat 10:47:55 AM,39.3276,70.4335,↘ 140°,"39,000"
Sat 10:48:25 AM,39.2713,70.4943,↘ 140°,"39,000"
Sat 10:48:56 AM,39.2162,70.5535,↘ 140°,"39,000"
Sat 10:49:26 AM,39.1594,70.6146,↘ 140°,"39,000"
Sat 10:50:21 AM,39.0549,70.7265,↘ 140°,"39,000"
Sat 10:50:51 AM,38.9991,70.7861,↘ 140°,"39,000"
Sat 10:51:22 AM,38.9435,70.8453,↘ 140°,"39,000"
Sat 10:51:52 AM,38.8873,70.9051,↘ 140°,"39,000"
Sat 10:52:26 AM,38.8227,70.9736,↘ 140°,"39,000"
Sat 10:53:08 AM,38.7462,71.0544,↘ 140°,"39,000"
Sat 10:53:57 AM,38.6542,71.1515,↘ 141°,"39,000"
Sat 10:54:47 AM,38.5604,71.2502,↘ 141°,"39,000"
Sat 10:55:17 AM,38.5044,71.3089,↘ 141°,"39,000"
Sat 10:57:01 AM,38.2905,71.4127,↓ 159°,
Sat 10:59:01 AM,38.0436,71.5317,↓ 159°,
Sat 11:00:57 AM,37.8047,71.646,↓ 159°,
Sat 11:03:01 AM,37.5493,71.7673,↓ 159°,
Sat 11:04:59 AM,37.3062,71.882,↓ 159°,
Sat 11:06:59 AM,37.0588,71.9979,↓ 159°,
Sat 11:07:06 AM,36.9158,71.6304,↓ 180°,"39,000"
Sat 11:08:54 AM,36.6984,71.7501,↓ 156°,
Sat 11:09:51 AM,36.5343,71.6317,↓ 179°,"39,000"
Sat 11:10:33 AM,36.4365,71.6264,↓ 188°,"39,000"
Sat 11:11:09 AM,36.3517,71.6112,↓ 189°,"39,000"
Sat 11:11:45 AM,36.2686,71.5957,↓ 189°,"39,000"
Sat 11:12:23 AM,36.1821,71.6028,↓ 163°,"39,000"
Sat 11:13:01 AM,36.1029,71.6499,↘ 151°,"39,000"
Sat 11:14:00 AM,35.9851,71.7315,↘ 150°,"39,000"
Sat 11:14:33 AM,35.921,71.7739,↓ 158°,"39,000"
Sat 11:14:56 AM,35.8673,71.7904,↓ 173°,"39,000"
Sat 11:15:27 AM,35.7983,71.787,↓ 173°,"39,000"
Sat 11:16:08 AM,35.7014,71.7726,↓ 187°,"39,000"
Sat 11:16:47 AM,35.6133,71.7587,↓ 187°,"39,000"
Sat 11:17:47 AM,35.4729,71.7373,↓ 187°,"39,000"
Sat 11:18:17 AM,35.4035,71.727,↓ 187°,"39,000"
Sat 11:18:47 AM,35.3333,71.7165,↓ 187°,"39,000"
Sat 11:19:47 AM,35.1946,71.6958,↓ 187°,"39,000"
Sat 11:20:17 AM,35.1257,71.6856,↓ 187°,"39,000"
Sat 11:20:55 AM,35.0375,71.6751,↓ 182°,"39,000"
Sat 11:21:25 AM,34.9678,71.6769,↓ 175°,"39,000"
Sat 11:22:05 AM,34.8734,71.689,↓ 174°,"39,000"
Sat 11:22:35 AM,34.8039,71.6986,↓ 174°,"39,000"
Sat 11:23:05 AM,34.7342,71.7079,↓ 174°,"39,000"
Sat 11:23:35 AM,34.6643,71.7169,↓ 174°,"39,000"
Sat 11:24:05 AM,34.595,71.7256,↓ 174°,"39,000"
Sat 11:24:35 AM,34.5252,71.7343,↓ 174°,"39,000"
Sat 11:25:05 AM,34.4565,71.7428,↓ 174°,"39,000"
Sat 11:25:49 AM,34.3589,71.7549,↓ 174°,"39,000"
Sat 11:26:19 AM,34.2907,71.7634,↓ 174°,"39,000"
Sat 11:26:49 AM,34.2214,71.7719,↓ 174°,"39,000"
Sat 11:27:19 AM,34.1522,71.7805,↓ 174°,"39,000"
Sat 11:27:49 AM,34.0838,71.789,↓ 174°,"39,000"
Sat 11:29:59 AM,33.8688,72.0165,↘ 139°,
Sat 11:31:01 AM,33.7661,72.1247,↘ 139°,
Sat 11:32:54 AM,33.5787,72.321,↘ 139°,
Sat 11:33:59 AM,33.4708,72.4336,↘ 139°,
Sat 11:35:48 AM,33.2896,72.6218,↘ 139°,
Sat 11:37:01 AM,33.168,72.7474,↘ 139°,
Sat 11:39:00 AM,32.9697,72.9514,↘ 139°,
Sat 11:39:39 AM,32.9262,73.061,↘ 133°,"28,475"
Sat 11:41:59 AM,32.6876,73.293,↘ 141°,
Sat 11:44:00 AM,32.4811,73.4925,↘ 141°,
Sat 11:45:57 AM,32.2811,73.6844,↘ 141°,
Sat 11:47:01 AM,32.1716,73.7891,↘ 141°,
Sat 11:47:20 AM,32.2676,73.7012,↘ 141°,"13,000"
Sat 11:47:50 AM,32.2258,73.7408,↘ 141°,"12,125"
Sat 11:48:22 AM,32.1822,73.7974,↘ 143°,"11,225"
Sat 11:48:52 AM,32.1418,73.8327,↘ 143°,"10,625"
Sat 11:49:28 AM,32.0946,73.8743,↘ 143°,"10,475"
Sat 11:50:01 AM,32.0564,73.9079,↘ 143°,"10,325"
Sat 11:50:32 AM,32.0228,73.9374,↘ 143°,"10,000"
Sat 11:51:02 AM,31.9891,73.9673,↘ 143°,"9,375"
Sat 11:51:36 AM,31.9521,74.0005,↘ 143°,"8,700"
Sat 11:52:06 AM,31.9197,74.0299,↘ 141°,"8,100"
Sat 11:52:36 AM,31.8879,74.06,↘ 141°,"7,500"
Sat 11:53:06 AM,31.8569,74.0893,↘ 139°,"6,925"
Sat 11:53:25 AM,31.8396,74.1119,↘ 126°,"6,525"
